,name,github_id,description,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,contributor_count,projectrank,show,projectrank_placing,latest_stable_release_published_at,latest_stable_release_number,release_count,dependent_project_count,github_dependent_project_count,github_release_downloads,monthly_downloads,trending,labels,updated_github_id
145,nixos-facter,nix-community/nixos-facter,Declarative hardware configuration for NixOS.,nixos-modules,https://github.com/nix-community/nixos-facter,https://github.com/nix-community/nixos-facter,,2024-06-12 08:51:04,2025-07-15 17:59:56,2025-07-15 17:57:25,337,15.0,10.0,12,128.0,36.0,47.0,426,9.0,14,True,2,2025-05-12 13:37:17,0.4.0,3.0,,,,,,,
146,agenix-rekey,oddlama/agenix-rekey,An agenix extension adding secret generation and automatic rekeying using a YubiKey or master-identity.,security,https://github.com/oddlama/agenix-rekey,https://github.com/oddlama/agenix-rekey,MIT,2023-01-30 15:44:34,2025-08-06 14:57:56,2025-08-06 14:57:56,222,8.0,36.0,7,48.0,19.0,48.0,319,22.0,14,True,2,,,,,,,,,,
147,raspberry-pi-nix,nix-community/raspberry-pi-nix,NixOS modules to aid in configuring NixOS for Raspberry PI products.,installation-media,https://github.com/nix-community/raspberry-pi-nix,https://github.com/nix-community/raspberry-pi-nix,MIT,2022-05-21 01:16:06,2025-03-23 01:24:31,2025-03-17 14:59:51,165,,80.0,10,46.0,13.0,53.0,304,14.0,14,True,3,2024-11-05 03:51:57,0.4.1,7.0,,,,,,,
148,nixarr,rasmus-kirk/nixarr,The Media Server Nixos Module.,nixos-modules,https://github.com/rasmus-kirk/nixarr,https://github.com/rasmus-kirk/nixarr,GPL-3.0,2024-02-21 09:34:24,2025-07-12 16:18:25,2025-07-12 16:18:25,323,57.0,27.0,4,36.0,5.0,40.0,262,14.0,14,True,2,,,,,,,,,,
149,NobbZ/nixos-config,NobbZ/nixos-config,An example of NixOS system configuration with home-manager integration.,nix-configurations,https://github.com/NobbZ/nixos-config,https://github.com/NobbZ/nixos-config,MIT,2020-10-28 15:25:22,2025-08-17 02:52:58,2025-08-17 02:52:57,4744,182.0,6.0,3,1294.0,11.0,4.0,260,8.0,14,True,3,,,,,,,,,,
150,pyproject.nix,pyproject-nix/pyproject.nix,A collection of Nix utilities to work with Python projects.,programming-languages,https://github.com/pyproject-nix/pyproject.nix,https://github.com/pyproject-nix/pyproject.nix,MIT,2023-07-17 10:21:45,2025-08-11 14:50:59,2025-08-11 14:50:40,502,18.0,25.0,9,306.0,2.0,41.0,246,14.0,14,True,2,,,,,,,,,['python'],
151,MCP-NixOS,utensils/mcp-nixos,"An MCP server that provides AI assistants with accurate information about NixOS packages, options, Home Manager, and..",development,https://github.com/utensils/mcp-nixos,https://github.com/utensils/mcp-nixos,MIT,2025-03-20 05:05:00,2025-08-16 22:36:28,2025-08-16 19:28:58,348,34.0,12.0,5,32.0,4.0,11.0,237,5.0,14,True,2,2025-08-03 09:15:15,1.0.1,2.0,,,,,,,
152,nixpkgs-esp-dev,mirrexagon/nixpkgs-esp-dev,Nix flake and overlay for ESP8266 and ESP32 development.,overlays,https://github.com/mirrexagon/nixpkgs-esp-dev,https://github.com/mirrexagon/nixpkgs-esp-dev,CC0-1.0,2019-06-01 04:00:43,2025-08-08 09:57:03,2025-08-08 09:57:03,191,21.0,79.0,10,52.0,15.0,31.0,224,27.0,14,True,2,,,,,,,,,,
153,cached-nix-shell,xzfc/cached-nix-shell,A `nix-shell` replacement that uses caching to open subsequent shells quickly.,development,https://github.com/xzfc/cached-nix-shell,https://github.com/xzfc/cached-nix-shell,Unlicense,2019-09-18 14:23:00,2024-11-24 23:00:19,2024-06-23 18:47:25,182,,15.0,7,7.0,7.0,21.0,223,6.0,14,False,2,2024-06-23 19:21:14,0.1.6,3.0,8.0,8.0,,,,,
154,Easy PureScript Nix,justinwoo/easy-purescript-nix,A project to easily use PureScript and other tools with Nix.,programming-languages,https://github.com/justinwoo/easy-purescript-nix,https://github.com/justinwoo/easy-purescript-nix,MIT,2018-10-21 15:16:08,2025-08-03 20:23:24,2025-08-03 20:23:24,460,4.0,54.0,8,196.0,7.0,32.0,204,32.0,14,True,2,,,,,,,,,,
155,sbomnix,tiiuae/sbomnix,A suite of utilities to help with software supply chain challenges on nix targets.,security,https://github.com/tiiuae/sbomnix,https://github.com/tiiuae/sbomnix,,2022-12-08 10:45:27,2025-08-17 06:35:38,2025-08-13 07:27:06,334,34.0,27.0,8,178.0,11.0,14.0,187,17.0,14,True,2,2025-03-21 09:32:33,1.7.2,17.0,,,386.0,12.0,,,
156,clj-nix,jlesquembre/clj-nix,Nix helper functions for Clojure projects.,programming-languages,https://github.com/jlesquembre/clj-nix,https://github.com/jlesquembre/clj-nix,EPL-2.0,2022-04-02 19:16:53,2025-08-11 04:31:35,2025-07-13 12:55:49,254,8.0,24.0,6,100.0,26.0,46.0,167,16.0,14,True,2,2024-11-20 01:44:18,0.4.0,1.0,,,,,,,
157,NixNeovimPlugins,NixNeovim/NixNeovimPlugins,Makes all neovim plugins available in nix (Auto updated).,overlays,https://github.com/NixNeovim/NixNeovimPlugins,https://github.com/NixNeovim/NixNeovimPlugins,MIT,2022-08-13 14:50:55,2025-08-17 14:28:52,2025-08-17 14:28:51,1401,26.0,26.0,2,94.0,1.0,43.0,139,34.0,14,True,2,,,,1.0,1.0,,,,,
158,nix-super,privatevoid-net/nix-super,A fork of the Nix package manager.,development,https://github.com/privatevoid-net/nix-super,https://github.com/privatevoid-net/nix-super,LGPL-2.1,2022-08-25 22:06:01,2025-07-28 01:12:19,2025-07-28 01:07:45,20453,231.0,2.0,4,16.0,1.0,2.0,86,824.0,14,True,2,,,,,,,,,,
159,lon,nikstur/lon,Lock & update Nix dependencies.,command-line-tools,https://github.com/nikstur/lon,https://github.com/nikstur/lon,MIT,2024-08-09 17:21:27,2025-08-11 13:15:30,2025-08-11 13:15:28,120,54.0,3.0,4,40.0,1.0,4.0,32,5.0,14,True,2,2025-06-16 12:45:52,0.8.0,8.0,,,,,,,
160,Misterio77/nix-starter-configs,Misterio77/nix-starter-configs,A few simple Nix Flake templates for getting started with NixOS + home-manager.,nix-configurations,https://github.com/Misterio77/nix-starter-configs,https://github.com/Misterio77/nix-starter-configs,CC0-1.0,2021-12-16 20:29:26,2024-09-07 01:05:58,2024-09-07 01:05:58,97,,157.0,50,21.0,22.0,50.0,3286,10.0,13,True,3,,,,,,,,,,
161,dev-templates,the-nix-way/dev-templates,Dev environments for numerous languages based on Nix flakes.,learning,https://github.com/the-nix-way/dev-templates,https://github.com/the-nix-way/dev-templates,,2022-07-12 00:03:07,2025-08-05 11:53:33,2025-08-05 11:53:28,325,14.0,147.0,11,61.0,4.0,20.0,1845,29.0,13,True,2,,,,,,,,,,
162,tvix,tvlfyi/tvix,Tvix - A Rust implementation of Nix.,programming-languages,https://github.com/tvlfyi/tvix,https://github.com/tvlfyi/tvix,GPL-3.0,2023-02-01 16:57:15,2025-08-14 00:15:48,2025-08-14 00:10:14,3202,35.0,14.0,19,3.0,,,882,50.0,13,True,2,,,,,,,,,['rust'],
163,nix-topology,oddlama/nix-topology,Generate infrastructure and network diagrams directly from your NixOS configuration.,nixos-modules,https://github.com/oddlama/nix-topology,https://github.com/oddlama/nix-topology,MIT,2024-04-03 20:05:49,2025-07-09 20:44:38,2025-07-09 20:44:37,213,5.0,34.0,12,62.0,9.0,13.0,759,22.0,13,True,3,,,,,,,,,,
164,nixos-shell,Mic92/nixos-shell,Simple headless VM configuration using Nix (similar to Vagrant).,virtualisation,https://github.com/Mic92/nixos-shell,https://github.com/Mic92/nixos-shell,MIT,2018-04-03 21:46:23,2025-05-16 14:48:26,2025-05-16 14:48:23,145,,38.0,19,43.0,9.0,44.0,755,19.0,13,True,2,2024-08-14 06:20:05,2.0.0,5.0,,,,,,,
165,nixbsd,nixos-bsd/nixbsd,An unofficial NixOS fork with a FreeBSD kernel.,distributions,https://github.com/nixos-bsd/nixbsd,https://github.com/nixos-bsd/nixbsd,MIT,2023-12-24 23:35:29,2025-06-13 05:33:40,2025-03-28 08:58:25,316,,26.0,23,12.0,12.0,19.0,752,6.0,13,True,2,,,,,,,,,,
166,nix-bundle,nix-community/nix-bundle,Bundle Nix derivations to run anywhere!.,command-line-tools,https://github.com/nix-community/nix-bundle,https://github.com/nix-community/nix-bundle,MIT,2016-06-14 19:51:08,2024-10-16 16:12:21,2024-10-16 16:12:21,181,,55.0,27,44.0,45.0,33.0,748,20.0,13,True,2,2018-04-10 19:46:47,0.3.0,1.0,,,107.0,1.0,,,
167,nix-snapshotter,pdtpartners/nix-snapshotter,Brings native understanding of Nix packages to containerd.,virtualisation,https://github.com/pdtpartners/nix-snapshotter,https://github.com/pdtpartners/nix-snapshotter,MIT,2023-07-05 18:31:50,2024-12-15 19:04:03,2024-12-15 19:04:03,84,,24.0,15,89.0,22.0,49.0,678,10.0,13,True,2,2024-10-24 14:57:35,0.2.1,5.0,,,,,,,
168,compose2nix,aksiksi/compose2nix,Generate a NixOS config from a Docker Compose project.,development,https://github.com/aksiksi/compose2nix,https://github.com/aksiksi/compose2nix,MIT,2023-11-01 01:22:49,2025-03-16 05:48:11,2025-03-04 03:38:02,240,,10.0,5,41.0,10.0,35.0,636,4.0,13,True,3,2024-10-14 02:50:13,0.3.1,18.0,,,,,,,
169,deadnix,astro/deadnix,Scan Nix files for dead code.,command-line-tools,https://github.com/astro/deadnix,https://github.com/astro/deadnix,GPL-3.0,2021-12-05 23:06:43,2025-08-17 01:43:04,2025-07-21 15:13:49,290,11.0,19.0,3,80.0,3.0,22.0,635,18.0,13,True,2,,,,7.0,7.0,,,,,
170,nixpkgs-mozilla,mozilla/nixpkgs-mozilla,Mozilla overlay for Nixpkgs.,overlays,https://github.com/mozilla/nixpkgs-mozilla,https://github.com/mozilla/nixpkgs-mozilla,MIT,2016-06-16 22:14:00,2025-04-14 09:54:33,2025-04-14 09:54:33,273,,127.0,15,201.0,51.0,92.0,564,65.0,13,True,3,,,,,,,,,,
171,rnix-parser,nix-community/rnix-parser,A Nix parser written in Rust.,development,https://github.com/nix-community/rnix-parser,https://github.com/nix-community/rnix-parser,MIT,2018-08-11 12:29:05,2025-01-09 22:07:46,2025-01-09 22:07:46,362,,46.0,8,116.0,10.0,46.0,405,26.0,13,True,3,,,,2.0,2.0,,,,,
172,flakelight,nix-community/flakelight,A modular flake framework aiming to minimize boilerplate.,development,https://github.com/nix-community/flakelight,https://github.com/nix-community/flakelight,MIT,2023-04-09 00:56:54,2025-08-11 12:54:36,2025-08-11 12:54:15,274,22.0,7.0,7,8.0,3.0,26.0,319,6.0,13,True,3,,,,,,,,,,
173,juspay/nixos-unified-template,juspay/nixos-unified-template,A ready-made Nix configuration to manage either your Home environment or whole NixOS systems.,nix-configurations,https://github.com/juspay/nixos-unified-template,https://github.com/juspay/nixos-unified-template,AGPL-3.0,2023-04-01 13:43:05,2025-08-17 17:45:09,2025-08-10 02:22:41,305,15.0,62.0,12,125.0,8.0,36.0,306,14.0,13,True,3,,,,,,,,,,
174,nix-mineral,cynicsketch/nix-mineral,Conveniently and reasonably harden NixOS.,nixos-modules,https://github.com/cynicsketch/nix-mineral,https://github.com/cynicsketch/nix-mineral,GPL-3.0,2024-05-10 21:02:28,2025-07-26 22:50:11,2025-07-26 22:50:11,191,19.0,16.0,6,26.0,26.0,26.0,302,6.0,13,True,3,,,7.0,,,,,,,
175,nvfetcher,berberman/nvfetcher,Generate nix sources expr for the latest version of packages.,development,https://github.com/berberman/nvfetcher,https://github.com/berberman/nvfetcher,MIT,2021-04-20 04:07:58,2024-11-25 04:41:30,2024-11-25 02:19:45,178,,17.0,3,72.0,20.0,46.0,234,15.0,13,True,3,2024-11-21 07:05:00,0.7.0,9.0,,,,,,,
176,nixpkgs-python,cachix/nixpkgs-python,"All Python versions, kept up-to-date on hourly basis using Nix.",programming-languages,https://github.com/cachix/nixpkgs-python,https://github.com/cachix/nixpkgs-python,Apache-2.0,2023-05-29 13:12:25,2025-08-15 10:22:35,2025-08-15 09:22:25,233,65.0,17.0,3,69.0,7.0,13.0,214,14.0,13,True,2,,,,,,,,,['python'],
177,process-compose-flake,Platonic-Systems/process-compose-flake,A flake-parts module to spin up processes for development by leveraging process-compose.,devops,https://github.com/Platonic-Systems/process-compose-flake,https://github.com/Platonic-Systems/process-compose-flake,MIT,2022-12-08 17:19:30,2025-06-09 09:23:17,2025-06-08 21:35:57,159,1.0,23.0,9,55.0,12.0,22.0,151,15.0,13,True,2,2023-06-12 20:46:17,0.1.0,1.0,,,,,,,
178,ghc.nix,alpmestan/ghc.nix,Nix (shell) expression for working on GHC.,programming-languages,https://github.com/alpmestan/ghc.nix,https://github.com/alpmestan/ghc.nix,BSD-3-Clause,2018-04-18 19:54:21,2025-08-17 01:26:05,2024-06-10 15:01:25,271,,51.0,14,135.0,27.0,29.0,146,29.0,13,False,2,,,,,,,,,['haskell'],
179,hydra-check,nix-community/hydra-check,Check hydra for the build status of a package.,command-line-tools,https://github.com/nix-community/hydra-check,https://github.com/nix-community/hydra-check,MIT,2020-03-05 18:26:56,2025-08-12 14:21:23,2025-08-12 14:21:23,140,12.0,12.0,3,68.0,,15.0,107,10.0,13,True,2,2025-03-23 06:22:26,2.0.4,10.0,,,,,,,
180,nix-unit,nix-community/nix-unit,Unit testing for Nix code.,development,https://github.com/nix-community/nix-unit,https://github.com/nix-community/nix-unit,GPL-3.0,2023-07-21 05:23:06,2025-08-12 07:53:47,2025-08-12 07:50:33,627,13.0,10.0,3,255.0,4.0,10.0,96,20.0,13,True,3,2025-08-12 07:35:02,2.30.0,4.0,,,,,4.0,,
181,nix-phps,fossar/nix-phps,Flake containing old and unmaintained PHP versions (intended for CI use).,programming-languages,https://github.com/fossar/nix-phps,https://github.com/fossar/nix-phps,MIT,2021-01-09 21:40:06,2025-08-17 03:46:44,2025-08-10 12:21:55,451,23.0,22.0,3,429.0,6.0,25.0,76,17.0,13,True,2,,,,,,,,,['php'],
182,lean4-nix,lenianiva/lean4-nix,"Nix flake build for Lean 4, and `lake2nix`.",programming-languages,https://github.com/lenianiva/lean4-nix,https://github.com/lenianiva/lean4-nix,Apache-2.0,2024-10-11 05:39:31,2025-08-17 01:35:08,2025-08-17 00:14:37,171,53.0,10.0,3,47.0,3.0,17.0,54,5.0,13,True,2,2024-12-10 06:09:58,0.2,2.0,,,,,,,
183,haskell-nix,Gabriella439/haskell-nix,Nix and Haskell in production.,programming-languages,https://github.com/Gabriella439/haskell-nix,https://github.com/Gabriella439/haskell-nix,,2017-01-02 18:59:50,2023-09-22 15:53:46,2023-09-22 15:53:46,82,,112.0,32,35.0,26.0,38.0,1162,23.0,12,False,3,,,,,,,,,['haskell'],
184,nix-tree,utdemir/nix-tree,Interactively browse the dependency graph of Nix derivations.,command-line-tools,https://github.com/utdemir/nix-tree,https://github.com/utdemir/nix-tree,BSD-3-Clause,2020-06-24 22:41:51,2025-08-01 00:40:03,2025-08-01 00:40:02,234,4.0,16.0,6,72.0,15.0,38.0,895,12.0,12,True,2,,,,,,,,,,
185,nix-alien,thiagokokada/nix-alien,Run unpatched binaries on Nix/NixOS easily.,command-line-tools,https://github.com/thiagokokada/nix-alien,https://github.com/thiagokokada/nix-alien,MIT,2021-10-27 00:26:44,2025-08-15 10:23:12,2025-08-15 10:23:11,405,6.0,12.0,5,103.0,1.0,36.0,684,10.0,12,True,2,,,,,,,,,,
186,NixOps4,nixops4/nixops4,Deploy with Nix and manage resources declaratively.,deployment-tools,https://github.com/nixops4/nixops4,https://github.com/nixops4/nixops4,LGPL-2.1,2024-03-18 14:07:58,2025-08-02 01:18:19,2025-08-02 01:17:46,354,11.0,13.0,33,72.0,22.0,7.0,630,6.0,12,True,3,,,,,,,,,,
187,Home Manager Option Search,mipmip/home-manager-option-search,Search through all 2000+ Home Manager options and read how to use them.,discovery,https://github.com/mipmip/home-manager-option-search,https://github.com/mipmip/home-manager-option-search,Apache-2.0,2022-01-04 22:27:08,2025-08-17 04:43:25,2025-05-24 07:19:35,149,5.0,18.0,1,22.0,11.0,21.0,337,15.0,12,True,2,2023-12-12 22:53:06,1.4,4.0,,,,,,,
188,nix-security-box,fabaff/nix-security-box,Tool set for Information security professionals and all others.,security,https://github.com/fabaff/nix-security-box,https://github.com/fabaff/nix-security-box,MIT,2020-12-22 22:36:28,2025-08-14 23:23:45,2025-08-14 23:23:34,663,10.0,23.0,8,4.0,2.0,2.0,321,,12,True,2,,,,,,,,,,
189,nix-mode,NixOS/nix-mode,An Emacs major mode for editing Nix expressions.,editors-and-ides,https://github.com/NixOS/nix-mode,https://github.com/NixOS/nix-mode,LGPL-2.1,2016-08-17 20:46:39,2024-06-25 16:56:44,2023-04-21 20:36:55,564,,76.0,17,114.0,37.0,57.0,313,39.0,12,False,3,,,,,,,,,,
190,nixpkgs-hammering,jtojnar/nixpkgs-hammering,An opinionated linter for Nixpkgs package expressions.,command-line-tools,https://github.com/jtojnar/nixpkgs-hammering,https://github.com/jtojnar/nixpkgs-hammering,MIT,2020-04-26 04:27:10,2025-08-12 02:27:50,2025-04-14 22:55:05,216,,18.0,7,84.0,48.0,37.0,297,13.0,12,True,2,,,,,,,,,,
191,styx,styx-static/styx,Static site generator in Nix expression language.,development,https://github.com/styx-static/styx,https://github.com/styx-static/styx,MIT,2016-10-02 22:24:18,2023-01-13 16:06:57,2023-01-13 16:06:53,338,,25.0,11,51.0,15.0,35.0,223,13.0,12,False,3,,,,,,,,,,
192,Nix Templates,jonringer/nix-template,Collection of Nix templates for different types of projects.,learning,https://github.com/jonringer/nix-template,https://github.com/jonringer/nix-template,CC0-1.0,2020-07-17 00:41:15,2024-11-20 19:15:33,2024-11-20 19:15:29,149,,8.0,8,22.0,9.0,26.0,218,6.0,12,True,2,2022-12-17 17:56:21,0.4.1,9.0,,,,,,,
193,nix-search-cli,peterldowns/nix-search-cli,CLI for searching packages on search.nixos.org.,discovery,https://github.com/peterldowns/nix-search-cli,https://github.com/peterldowns/nix-search-cli,MIT,2023-02-19 19:14:30,2025-07-14 19:44:45,2025-07-14 19:42:35,81,1.0,8.0,3,7.0,,14.0,191,2.0,12,True,2,2025-07-14 19:43:00,0.3+commit.8ecb614,33.0,6.0,6.0,780.0,26.0,,,
194,Bundix,nix-community/bundix,Generates a Nix expression for your Bundler-managed application.,programming-languages,https://github.com/nix-community/bundix,https://github.com/nix-community/bundix,,2016-01-24 20:36:56,2024-07-01 18:19:19,2023-11-08 07:54:39,118,,54.0,4,56.0,37.0,27.0,175,18.0,12,False,3,2021-04-01 08:26:58,2.5.1,5.0,3.0,3.0,,,,['ruby'],
195,nix-shell,loophp/nix-shell,Nix shells for PHP development.,programming-languages,https://github.com/loophp/nix-shell,https://github.com/loophp/nix-shell,MIT,2021-06-20 06:59:35,2025-08-11 14:22:15,2025-08-11 14:22:14,648,14.0,13.0,5,273.0,3.0,12.0,172,9.0,12,True,3,,,,,,,,,['php'],
196,nixos-rk3588,ryan4yin/nixos-rk3588,"Minimal NixOS running on RK3588/RK3588s based SBC(Orange Pi 5 Plus, Orange Pi 5, Rock 5A, etc).",distributions,https://github.com/ryan4yin/nixos-rk3588,https://github.com/ryan4yin/nixos-rk3588,MIT,2023-06-02 03:05:44,2025-06-02 15:58:26,2025-06-02 15:58:19,121,1.0,31.0,10,35.0,12.0,25.0,165,10.0,12,True,2,2024-03-24 10:25:24,2024032400,2.0,,,450.0,18.0,,,
197,rippkgs,replit/rippkgs,A CLI for indexing and searching packages in Nix expressions.,discovery,https://github.com/replit/rippkgs,https://github.com/replit/rippkgs,MIT,2024-02-08 16:38:09,2025-05-17 04:12:44,2025-05-17 04:12:43,53,,4.0,21,35.0,6.0,4.0,160,4.0,12,True,2,2025-02-11 22:56:58,1.2.0,5.0,,,,,,,
198,NüschtOS Search,NuschtOS/search,Simple and fast static-page NixOS option search.,discovery,https://github.com/NuschtOS/search,https://github.com/NuschtOS/search,MIT,2024-06-23 20:04:47,2025-08-10 23:43:29,2025-08-10 23:43:28,236,33.0,8.0,4,205.0,16.0,28.0,115,12.0,12,True,2,,,,,,,,,,
199,zmk-nix,lilyinstarlight/zmk-nix,Build system and configuration files for generating and building ZMK firmware with Nix.,development,https://github.com/lilyinstarlight/zmk-nix,https://github.com/lilyinstarlight/zmk-nix,MIT,2023-11-27 21:50:04,2025-08-17 00:42:54,2025-08-17 00:42:19,285,24.0,22.0,3,206.0,4.0,5.0,103,9.0,12,True,3,,,,,,,,,,
200,bombon,nikstur/bombon,Nix CycloneDX Software Bills of Materials (SBOMs).,security,https://github.com/nikstur/bombon,https://github.com/nikstur/bombon,MIT,2022-08-18 23:06:53,2025-06-01 23:00:47,2025-06-01 23:00:46,400,9.0,11.0,4,148.0,9.0,12.0,90,8.0,12,True,2,2024-10-23 16:12:33,0.3.0,3.0,,,,,,,
201,userborn,nikstur/userborn,Declaratively bear (manage) Linux users and groups.,nixos-modules,https://github.com/nikstur/userborn,https://github.com/nikstur/userborn,MIT,2024-07-22 19:33:25,2025-08-15 22:19:31,2025-08-15 21:20:14,52,4.0,3.0,3,16.0,2.0,5.0,89,6.0,12,True,3,2025-03-16 16:15:43,0.4.0,4.0,,,,,,,
202,nixcasks,jcszymansk/nixcasks,"Homebrew casks, nixified.",overlays,https://github.com/jcszymansk/nixcasks,https://github.com/jcszymansk/nixcasks,MIT,2023-07-24 21:17:33,2025-08-17 21:40:23,2025-08-17 21:40:22,834,92.0,4.0,4,5.0,4.0,5.0,88,3.0,12,True,3,,,,,,,,,,
203,nixpkgs-firefox-darwin,bandithedoge/nixpkgs-firefox-darwin,Automatically updated Firefox binary packages for macOS.,overlays,https://github.com/bandithedoge/nixpkgs-firefox-darwin,https://github.com/bandithedoge/nixpkgs-firefox-darwin,MIT,2021-12-12 17:28:12,2025-08-17 01:13:39,2025-08-17 01:13:39,877,89.0,8.0,3,11.0,3.0,6.0,69,10.0,12,True,3,,,,,,,,,,
204,amis,NixOS/amis,Home for NixOS AMI automation.,devops,https://github.com/NixOS/amis,https://github.com/NixOS/amis,MIT,2023-11-24 12:54:23,2025-08-14 21:54:51,2025-08-11 05:54:29,280,16.0,15.0,4,268.0,11.0,28.0,66,12.0,12,True,2,,,,,,,,,,
205,nixpkgs-xr,nix-community/nixpkgs-xr,Automated packages for XR/AR/VR tools and apps for NixOS.,overlays,https://github.com/nix-community/nixpkgs-xr,https://github.com/nix-community/nixpkgs-xr,,2024-01-01 14:10:58,2025-08-17 01:45:47,2025-08-17 01:45:46,1159,201.0,7.0,4,450.0,4.0,9.0,65,8.0,12,True,3,,,,,,,,,,
206,not-os,cleverca22/not-os,"An operating system generator, based on NixOS, that outputs a small read-only squashfs for a runit-based operating..",distributions,https://github.com/cleverca22/not-os,https://github.com/cleverca22/not-os,MIT,2016-06-03 05:40:23,2025-01-12 16:03:40,2025-01-12 16:03:38,98,,38.0,37,24.0,6.0,4.0,913,5.0,11,True,3,,,,,,,,,,
207,nixos-in-production,Gabriella439/nixos-in-production,"Source files for the book NixOS in Production, a practical guide for using NixOS in professional environments.",learning,https://github.com/Gabriella439/nixos-in-production,https://github.com/Gabriella439/nixos-in-production,,2022-09-09 01:41:56,2024-10-06 12:50:20,2024-10-06 12:49:49,127,,25.0,31,5.0,6.0,21.0,615,6.0,11,True,3,2024-09-23 06:00:28,0.10,10.0,,,,,,,
208,RFCs,NixOS/rfcs,The Nix community RFCs.,learning,https://github.com/NixOS/rfcs,https://github.com/NixOS/rfcs,CC-BY-SA-4.0,2017-02-11 15:41:27,2025-05-26 15:49:46,2025-05-26 15:49:41,76,1.0,140.0,130,186.0,,,592,39.0,11,True,3,,,,,,,,,,
209,nix-colors,Misterio77/nix-colors,Modules and schemes to make theming with Nix awesome.,theming,https://github.com/Misterio77/nix-colors,https://github.com/Misterio77/nix-colors,GPL-3.0,2021-10-01 19:43:28,2024-05-23 18:39:21,2024-02-13 11:51:18,97,,43.0,8,28.0,15.0,19.0,566,12.0,11,False,3,2023-04-21 20:19:53,4.0.0,4.0,,,,,,,
210,nixos-vscode-server,nix-community/nixos-vscode-server,Visual Studio Code Server support in NixOS.,development,https://github.com/nix-community/nixos-vscode-server,https://github.com/nix-community/nixos-vscode-server,MIT,2020-04-02 12:49:32,2025-07-26 14:57:06,2025-07-26 14:57:06,91,2.0,74.0,10,39.0,12.0,46.0,498,19.0,11,True,3,,,,,,,,,,
211,Standard,divnix/std,"An opinionated Nix Flakes framework to keep Nix code in large projects organized, accompanied by a friendly CLI/TUI..",devops,https://github.com/divnix/std,https://github.com/divnix/std,,2021-11-14 10:56:16,2025-08-17 21:44:41,2025-08-17 20:42:10,813,1.0,47.0,16,242.0,39.0,128.0,450,43.0,11,True,3,,,,,,,,,,
212,ragenix,yaxitech/ragenix,age-encrypted secrets for NixOS; drop-in replacement for agenix.,security,https://github.com/yaxitech/ragenix,https://github.com/yaxitech/ragenix,Apache-2.0,2021-05-07 22:41:54,2025-08-17 02:40:18,2025-04-17 13:51:54,167,,20.0,9,143.0,11.0,6.0,379,13.0,11,True,2,,,,,,,,,,
213,terraform-nixos,nix-community/terraform-nixos,A set of Terraform modules designed to deploy NixOS.,deployment-tools,https://github.com/nix-community/terraform-nixos,https://github.com/nix-community/terraform-nixos,Apache-2.0,2018-12-05 17:07:26,2024-08-04 10:19:37,2021-08-26 20:33:37,76,,60.0,36,54.0,23.0,10.0,376,16.0,11,False,3,,,,,,,,,,
214,Nix Package Versions,lazamar/nix-package-versions,Find all versions of a package that were available in a channel and the revision you can download it from.,discovery,https://github.com/lazamar/nix-package-versions,https://github.com/lazamar/nix-package-versions,,2020-02-11 23:23:47,2025-06-19 13:42:50,2025-06-19 13:42:45,318,5.0,31.0,8,19.0,9.0,29.0,373,12.0,11,True,3,,,,,,,,,,
215,haumea,nix-community/haumea,"Filesystem-based module system for the Nix language similar to traditional programming languages, with support for..",development,https://github.com/nix-community/haumea,https://github.com/nix-community/haumea,MPL-2.0,2023-04-01 00:50:18,2024-06-05 05:11:22,2024-02-19 20:38:18,93,,7.0,6,37.0,10.0,4.0,357,4.0,11,False,3,2023-05-26 20:34:06,0.2.2,5.0,,,,,,,
216,any-nix-shell,haslersn/any-nix-shell,fish and zsh support for the nix run and nix-shell environments of the Nix package manager.,development,https://github.com/haslersn/any-nix-shell,https://github.com/haslersn/any-nix-shell,MIT,2018-09-10 16:36:27,2024-09-01 22:49:17,2024-09-01 22:49:17,51,,14.0,8,18.0,6.0,15.0,313,10.0,11,True,3,2024-07-23 16:03:52,2.0.1,7.0,,,,,,,
217,nix-melt,nix-community/nix-melt,A ranger-like flake.,command-line-tools,https://github.com/nix-community/nix-melt,https://github.com/nix-community/nix-melt,MPL-2.0,2023-04-25 22:20:20,2024-12-13 23:10:06,2024-09-16 15:27:16,347,,2.0,3,221.0,2.0,3.0,276,3.0,11,True,2,2024-09-16 15:29:34,0.1.3,4.0,1.0,1.0,308.0,11.0,,,
218,NixVirt,AshleyYakeley/NixVirt,LibVirt domain management for Nix.,virtualisation,https://github.com/AshleyYakeley/NixVirt,https://github.com/AshleyYakeley/NixVirt,MIT,2024-01-27 19:54:59,2025-05-25 04:01:24,2025-05-25 02:26:43,407,2.0,34.0,3,51.0,6.0,35.0,271,19.0,11,True,3,,,,,,,,,,
219,appvm,jollheef/appvm,Nix-based app VMs.,virtualisation,https://github.com/jollheef/appvm,https://github.com/jollheef/appvm,GPL-3.0,2018-06-30 22:15:18,2025-04-21 17:49:19,2025-04-21 17:49:02,234,,19.0,13,12.0,8.0,11.0,267,5.0,11,True,3,2025-04-21 17:52:13,0.6,4.0,,,,,,,
